sentence	type	point
chất lượng sản phẩm tốt cửa hàng phục vụ khá tốt positive positive positive	NEG	1
chất vải ok lắm nhưng gửi sai màu áo positive nagative	NEG	2
vải hơi mỏng nhưng mát giặt lần đầu thì váy bị co đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh nagative nagative positive positive positive positive	POS	5
cửa hàng không bật chọn màu mình đã nhắn tin nói rõ màu vậy mà vẫn giao hàng sai nagative	NEG	1
chất vải đẹp mát rất hài lòng về sản phẩm positive positive	POS	5
giày rất la đẹp thích lam luôn positive positive positive positive	POS	5
quá rning anh em giặt riêng 5 lần nước với áo màu nếu notnag muốn  lây màu	POS	5
cảm quan đầu tiên là chất được còn fai xem thời gian sử dụng có được không đã positive positive	POS	5
chữ in đẹp dễ nhìn positive	POS	5
sẽ ủng hộ cửa hàng dài dài	POS	5
phải nói là trước giờ lần đâu tiên mình được mặc cái áo vừa vặn như vậy không gọng nhưng form vẫn rất đẹp ngực mình 89 mặc cỡ 38 áo mềm mại mút mỏng nhẹ nhàng positive positive nagative	POS	5
chất lượng sản phẩm tuyệt vời đẹp positive positive positive	POS	5
cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh chất mỏng tiền nào của đấy positive nagative	POS	5
chất lượng sản phẩm tuyệt vời phù hợp với máy của mình positive positive positive	POS	5
cửa hàng tư vấn nhiệt tình positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive 🎊 star star positive positive positive positive positive	POS	5
không phí công mình theo cửa hàng từ lâu positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền cửa hàng phục vụ rất tốt positive positive positive positive positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời giao hàng nhanh positive positive	POS	5
áo in màu notpos 	NEG	1
sẽ ghé cửa hàng dài ạ	POS	5
chất luong binh thuong	NEU	3
áo tạm	POS	5
cam on	NEG	1
có cái to cái nhỏ	NEG	2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền positive positive positive positive	POS	5
notpos 	NEG	1
giao hàng siêu nhanh và cửa hàng tư vấn nhiệt tình dễ thương positive positive positive	POS	5
áo cực đẹp giống trong ảnh chất dày dặn được tặng dây buộc tóc dễ thương lần đầu đặt hàng thấy ưng ý ntn chúc cửa hàng buôn may bán đắt nhé positive positive positive positive positive positive nagative	POS	5
cửa hàng phục vụ rất tốt positive đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive	POS	5
hàng đẹp lắm cửa hàng ơi positive positive positive	POS	5
màu 4 tối hơn ảnh nagative	NEG	1
vải tốt nhưng hơi nhỏ nagative positive	NEU	3
màu nâu vải đẹp nhất positive	NEG	1
chất lượng sản phẩm tốt chất lượng sản phẩm tốt chất lượng sản phẩm tốt positive positive positive positive positive positive	POS	5
hàng đẹp giao hàng nhanh ạ cảm ơn cửa hàng positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời co dãn tốt positive positive positive	POS	5
nhưng mình 52 không mặc không vừa chất lại không co giãn thành ra mua xong lại phải trả hàng	NEU	3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn nhung tui hoi nhỏ kt notpos  với quang cao 25 22 positive positive positive positive	NEU	3
lởm nagative	NEG	1
thích nhiều hơn mong đợi nên đặt thêm 2c nữa positive positive	POS	5
ghi kèm hộp mà chả có hộp làm méo hết giày nagative còn chất giày thì oke	NEU	3
cảm ơn cửa hàng positive	POS	5
nói chung là đẹp positive	POS	5
chất lượng sản phẩm cx ok thời gian giao hàng nhanh positive positive	POS	5
hoa không phải hoa thêu như hình ma là hoa in giặt xong la hỏng hoa nagative	NEG	1
cho hẳn 5star vì cái tội áo đẹp positive positive	POS	5
có quà nhỏ kẹo mút và giấy positive positive	POS	5
thời gian giao hàng rất nhanh vải mỏng hơn mong đợi nagative	POS	5
vải thô notnag   bạc nagative	NEG	1
co giãn 4 chiều	POS	5
áo đẹp positive	POS	5
quần đẹp tiền nào của nấy vải hơi bóng quá positive	POS	4
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền không có hướng dẫn cập nhật tiếng việt cụ thể positive positive	POS	5
hộp đựng đẹp chắc chắn positive positive	POS	5
rất hài lòng positive	POS	5
chất lượng sản phẩm tốt nhưng ống quần nhỏ mặc hơi chật hẹp positive positive	POS	4
ko đáng tiền mua nagative nagative	NEG	1
thất vọng áo không giống hình màu đô nhìn giống màu nâu tệ nagative nagative	NEG	1
thiếu 1 cáp sạc nagative	NEG	1
giao hàng nhanh đóng gói cẩn thận phục vụ nhiệt tình positive positive	POS	5
giao hàng nhanh gọn lẹ positive  positive	POS	5
chất vải thì ok nhưng form mình side l hơi rộng không ôm như hình positive	POS	4
cửa hàng đóng gói chắc chắn positive	POS	5
nhưng nói chung tiền nào của lấy	NEU	3
chất lượng sản phẩm tuyệt vời lắm cửa hàng phục vụ rất tốt positive positive positive	POS	5
quá đẹp cho một cuộc tình mỗi tội em bị rộng positive nagative	POS	5
chắc đl người mặc thôi nên mình sửa lại cao lên xí	NEU	3
áo quá rộng notpos  lắm	NEG	1
màu đẹp quá lun nhưng ăn vào 1 phát là trôi về nơi đâu luôn positive thôi kệ nhịn đói cho mỏ đẹp positive positive	POS	5
	POS	5
chất lượng sản phẩm tuyệt vời váy này mình thích nhất positive positive positive	POS	5
bánh ngon cửa hàng chuyên nghiệp có điều cửa hàng làm việc lại với bên vận chuyển đi ng bán giao hàng nhanh mà phía vận chuyển tệ quá nhìu khách không biết ng ta trách cửa hàng làm ăn chậm chạp đó hàng hoá là thức ăn thì notnag để  được đâu positive nagative positive	POS	5
hình mờ nagative	NEU	3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh đẹp khỏi chê luôn positive  sẽ ủng hộ cửa hàng dài dài positive  mn nên mua em mặc hơi rộng nhưg đẹp positive positive positive positive positive positive positive	POS	5
5star như mọi khi	POS	5
tuyệt vời mình sẽ ủng hộ tiếp positive	POS	5
ok với giá tuền cửa hàng phục vụ rất tốt positive positive	POS	5
quá mỏng và nhìu cái rách nagative nagative	NEG	1
sản phẩm sau khi mặc thì thấy nhăn bục chỉ dưới nách măc dù mình mặc rất rộng	NEG	1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh ưng lắm luôn nha cửa hàng positive  positive  positive  positive positive positive positive positive positive	POS	5
vải đẹp mặc lên kute hột me lun positive positive	POS	5
áo đẹp muốn mua nữa mà c hết bán r nhập lại nhanh c nhé positive	POS	5
cỡ l mà hơi nhỏ	POS	4
vừa mất thời gian lại mất phí giao hàng trả lại hàng nagative	NEU	3
rất chim ưng lại còn được tặng quà nữa cảm on cửa hàng positive positive	POS	5
k khác giẻ lau	NEG	1
mặc dù sim đã kích hoạt trc hơn 10 day nhưng không sao cả chất lượng sản phẩm tốt 5star ủng hộ cửa hàng positive positive	POS	5
mặc thấy hết nội i từ trên xuống dưới	NEG	1
cửa hàng phục vụ rất tốt positive	POS	5
dinh không noi	NEG	1
cảm ơn cửa hàng nha positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rấtnhanh cho cửa hàng 5star áo rẻ nhưng chất siêu đẹp luôn hi positive positive positive positive positive positive	POS	5
chất lượng sản phẩm tương đối positive	NEU	3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive positive positive	POS	5
tôi đạt mua màu nâu sao cửa hàng lại giao cho tôi màu đen về bỏ đi notpos lm  gì positive	NEG	1
nói chung tạm được positive	NEU	3
áo dày mặc đẹp phì hợp giá tiền positive	POS	5
thẻ giá rẻ	POS	5
tư vấn rất nhiệt tình positive	POS	5
chất lượng san pham qua chan positive	NEG	1
do mua kèm với giày 5k nên vẫn cảm thấy hời	POS	5
quần xinh positive positive	POS	5
chất hợp với giá tiền nhưng cửa hàng giao nhầm màu	POS	4
sản phẩm đẹp mình rất ưng ta positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
chưa mặc thử nhưng chất liệu và đường may rất đẹp positive positive	POS	5
chúc cửa hàng lun buôn may bán đắt positive positive nagative	POS	5
ưng quá ứng positive	POS	5
áo mẹ đẹp hơn cả positive	POS	5
phí giao hàng hơi cao	NEG	2
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh positive positive	POS	5
ko giống sản phẩm trong ảnh	NEG	1
chất vải mát chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive	POS	5
giá cả hợp lý positive	POS	5
form hơi nhỏ so với mong đợi	POS	4
chất lượng sản phẩm rất kém positive	NEG	1
đẹp positive	POS	5
váy cưng quá trời	POS	5
mỏng te nagative	NEG	2
nhưng giao nhầm nagative	POS	4
chất áo hơi mỏng nagative	NEU	3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive	POS	5
tóm lại cạch mua hành quần áo ol trên mạng	NEG	1
thời gian giao hàng rất nhanh	POS	5
giao hàng nhanh	POS	5
hang đẹp giao dung mau hang phuc du tốt positive positive	POS	5
quần đẹp y hình chất mát nhẹ positive	POS	5
do chân mình to ngang nên phải đổi cỡ to và được cửa hàng hỗ trợ kịp thời positive	POS	5
túi có quai xách rất ok nhưng mỏng quá positive nagative	POS	4
tiếp tục ủng hộ cửa hàng	POS	5
vải nóng không như mong muốn	NEG	1
giao hàng nhanh áo mặc thoải mái mẫu mã như hình positive	POS	5
thời gian giao hàng rất nhanh	POS	5
tôi rat hai long	POS	5
chất lượng sản phẩm tạm được không giống hình positive positive	NEG	2
k như mong đợi	NEU	3
còn được tặng 1 lomo card hình notpos  siêu cưng luôn positive positive	POS	5
thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời quà tặng thích quá positive positive positive positive positive positive	POS	5
dạ áo đẹp lắm ạ tay không quá dài vừa như em muốn positive	POS	5
áo chuẩn hình vải đẹp đường may tốt positive positive positive positive	POS	5
đóng gói sản phẩm cũng sơ sài	NEG	1
chất lượng sản phẩm tuyệt vời positive positive	POS	5
chất notpos  cho lắm	NEG	2
thời gian giao hàng rất nhanh	POS	5
cám ơn cửa hàng positive	POS	5
chất đẹp ok positive positive	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
mình phản ánh lại như vậy mà cửa hàng cũng không phản hồi gì	NEG	1
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
cửa hàng phục vụ rất tốt positive	NEG	1
em thích mặc áo thun là tại vì đóng thùng với quần gì ean dài á nhìn cá tính positive	POS	5
chất phù hợp với giá tiền positive	POS	5
chẳng thấy lọc được rác gì cửa hàng ạ positive	NEG	1
cám ơn you positive positive	POS	5
cửa hàng phục vụ rất tốt rất đáng tiền bản quốc tế có đầy đủ tiếng việt mình chụp cho mọi người xem nè chụp đêm nên hk rõ lắm thông cảm positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh positive positive positive positive positive	POS	5
tôi rất thích sản phẩm này positive	POS	5
chất vải xấu nagative	NEG	1
nhưng mình mua 3 cái cửa hàng giao có 1 cái	NEG	2
cửa hàng phục vụ rất tốt positive	POS	5
khá mỏng ngắn vải ok nagative nagative positive	POS	4
đóng gói sản phẩm rất đẹp và chắc chắn chủ cửa hàng nhiệt tình thời gian giao hàng rất nhanh positive positive positive	POS	5
áo không giống hình sản phẩm lỗi lừa đảo nagative	NEG	1
mỗi tội màu notpos   đỏ đô rất sẫm mình mặc bị già nagative	NEU	3
thời gian giao hàng rất nhanh sản phẩm rất ok positive	POS	5
vẫn cho 5star vì thích mẫu này positive	POS	5
chất xấu không giống trong hình nagative	NEG	1
đường chỉ may xấu positive nagative	NEG	1
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh positive positive	POS	5
thời gian giao hàng rất nhanh	POS	5
sẽ ủng hộ tiếp positive 	POS	5
hàng giao đúng cỡ positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn quần chất đẹp mặc thích ạ positive positive positive positive	POS	5
chất lượng sản phẩm rất notpos  sản phẩm rất notnag  positive	NEG	1
mình mua 200 cái mà thấy thất vọng quá nagative	NEG	1
vải đẹp chị bán hàng siêu dễ thương positive positive	POS	5
pit trước đã không đặt hàng đơn hàng này	NEG	1
mình cảm ơn positive	POS	5
nhắn tin không phản hồi khách hành	NEG	1
áo đẹp mình rất thích positive positive	POS	5
hàng đẹp positive	POS	5
đóng gói sản phẩm chắc chắn chất lượng sản phẩm tốt đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive positive	POS	5
giá hợp lí positive	POS	5
nhận được sản phẩm phải nói là tuyệt vời cảm ơn cửa hàng rất nhiều positive positive positive	POS	5
ao so voi gia tien thi cung ok nhung ao thi không co nhan mat giong nhu trong hinh gi het neu tinh luon tien giao hàng thi voi gia ao nay hoi dat mot chut mau thi không giong hinh positive	NEU	3
siêu ẹp luôn ạ	POS	5
thời gian giao hàng rất nhanh	POS	5
tầm giá vậy thì đúng rồi positive	NEU	3
k vắt sổ nên sợi vải bung quá nhiều	NEG	2
positive	POS	5
chất lượng sản phẩm tạm được positive positive	NEU	3
sửa xuống lai sợ notpos  như quần cũ	NEU	3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh chủ cửa hàng tư vấn nhiệt tình và thân thiện áo chuẩn như hình và vãi áo rất mịn đẹp mặc rất thoải mái giá cả lại hợp với túi tiền positive positive positive positive positive positive positive positive positive positive positive	POS	5
tuy nhiên cỡ áo hơi nhỏ	POS	4
màu đen vải rất mỏng nagative	POS	4
mn ngực bé không nên chọn loại này mặc notpos  đâu	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive positive positive	POS	5
rất đáng tiền	POS	5
áo đẹp positive	POS	5
cỡ s ngực 110	NEG	1
gì um đẹp quá c gì oi positive	POS	5
chất lượng sản phẩm rất kém rất không đáng tiền cửa hàng phục vụ rất tốt positive positive	POS	5
chất lượng sản phẩm tuyệt vời giao hàng siêu nhanh positive positive	POS	5
t thấy rộng hơn cả mẫu mặc ý	NEG	2
túi xách đẹp positive	POS	5
váy đẹp positive	POS	5
chất vải khá ok positive	POS	5
chất vải notpos  	NEU	3
cảm ơn cửa hàng nhiều positive	POS	5
rất đáng tiền nhưng sản phẩm không giống hình nhưng nó củng là sim ghép cứ xài thôi k	POS	5
chất lượng sản phẩm tốt nhưng giao thiếu dây cột chỗ tay áo positive positive nagative	NEU	3
chất liệu mềm mịn cực kì thích chất lượng gấp 2 3 lần giá tiền positive positive positive positive	POS	5
chất lựợng sản phẩm tuyệt vời đóng gói sản phẩm hẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao nhanh rất đáng tiền ạ positive positive positive positive	POS	5
phom váy đẹp positive	POS	5
mỗi tội hơi nhiều chỉ thừa positive	NEU	3
màu không giống hình gì cả	NEG	1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive positive positive	POS	5
kết nối tốt khi ở gần đt positive	POS	5
thời gian giao hàng nhanh	POS	5
cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive	POS	5
giao hàng nhanh	POS	5
còn lại thì chất lượng rất ưng positive positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chủ cửa hàng rất nhiệt tình và dễ thg positive positive positive positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
đóng gói sản phẩm tốt giao nhanh positive	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
ừm cũng ok positive	NEU	3
mà đẹp là được k positive positive	POS	5
chất vải dày quá tốt so với giá tiền positive	POS	5
mua 5 cái nào cũng ưng hết positive	POS	5
hàng đẹp giá rất ok ạ positive positive	POS	5
sản phẩm giống trong ảnh positive  chất đẹp positive	POS	5
cực kỳ hài lòng với sản phẩm luôn positive	POS	5
lại còn được tặng thêm 1 gói kem dưỡng da mặt iope nữa tks cửa hàng nhiều positive	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
1 trong ít cửa hàng bán đồ fre cỡ mà notnag  rộng hay dài quá so với mình vải đẹp nói chung là ưng positive positive	POS	5
giặt nước lả cũng ra màu	POS	4
giầy đẹp positive	POS	5
so với giá bao gồm giao hàng rồi 13k 1 quần là quá rẻ	POS	5
áo đẹp như trong ảnh luôn á positive	POS	5
nice positive	POS	5
lớp trong lớp ngoài vô cùng chắc chắn positive positive positive	POS	5
chúc cửa hàng mua may bán đắt positive nagative	POS	5
vải notpos 	NEG	1
chất hơi dày nóng	NEG	1
chân váy cỡ d mà mặc vẫn bị rộng mặc dù bình thường mình mặc cỡ s hơi chật nagative nagative	NEG	2
any quá y em rất hài lòng về sản phẩm positive	POS	5
nhưng chỉ có 1 chút là mk thấy móc kéo khoá có vết bẩn như đã sử dụng r	POS	5
váy đẹp lắm ạ positive	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
hàng rẻ tiền	NEG	1
cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh positive positive	POS	5
cách tư vấn của cửa hàng notnag  	NEG	1
nhưng hài lòng về châtd lượng positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng cực nhanh positive positive positive positive positive	POS	5
đóng gói sản phẩm rất kém ghi tặng kèm kẹp dây sạc điện thoại cũng không thấy luôn	NEG	1
chất lượng sản phẩm tuyệt vời positive positive	POS	5
màu 1 rất rất sáng đó positive ai da trắng nên dùng màu 2 ngăm dùng màu 3	POS	5
các bạn nên mua	POS	5
khô gà miếng lớn đậm vị hợp khẩu vị thích ngọt như mình nagative positive	POS	5
lưng quần hơi rộng nhưng mặc đẹp cực nha positive với mấy bạn nấm lùn xắn ống xinh lắm luôn đùi to nhỏ mặc đều đẹp positive nagative positive positive	POS	5
chất lượng sản phẩm khá tốt so với giá tiền cửa hàng đóng gói giao hàng khá nhanh sản phẩm y ảnh vải ổn với giá thành như vậy không giảm đòi hỏi gì hơn positive positive positive positive	POS	5
rất đáng tiền	POS	5
lần 2 mua áo rất đẹp positive	POS	5
đáng đồng tiền	POS	5
đẹp cám ơn cửa hàng positive positive	POS	5
mẫu giống hình nhưng chất liệu không giống hình và miêu tả không phải là da nhưng chấp nhận được chất lượng sản phẩm tuyệt vời đáng đồng tiền positive positive positive	POS	5
chất lượng phù hợp với tiền positive positive	POS	5
nên mình sẽ đặt lại thêm 1 cai mình nữa	POS	5
chất lượng sản phẩm kém mới mặc một lần tua hết vải positive	NEG	1
rất đáng tiền thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt chất lượng sản phẩm tuyệt vời positive positive positive positive positive	POS	5
cái vạt nó không vắt chéo kín fan ngực cho nên hở sâu quá	NEG	2
nhưng vẫn cho cửa hàng 5star	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive positive positive positive positive	POS	5
hàng may lỗi nhiều quá positive nagative	NEG	1
chất lượng tương xứng giá tiền quần không có đáp bụng nên mặc hay bị tuột bất tiện positive nagative nagative	NEU	3
chất đẹp lắm ạ positive	POS	5
áo hơi khác với hinh	NEU	3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive	POS	5
đàn đẹp rất đáng tiền positive	POS	5
thời giao hàng đúng yêu cầu positive positive	POS	5
sản phẩm chưa sử dụng notpos biết  thế nào positive	NEU	3
sản phẩm tốt thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời positive positive positive	POS	5
áo rất đẹp chủ cửa hàng cũng rất dễ thương nhiệt tình positive positive positive	POS	5
ko được chọn mẫu nên cửa hàng gửi 2 mẫu trùng nhau positive	POS	5
đã dùng thử khá thích notnag  căng da positive	POS	5
72k có cái giá của 72k	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh áo rất đẹp lần sau ủng hộ cửa hàng tiếp positive positive positive positive positive positive	POS	5
form không giống hình tạm được positive	NEU	3
bị rộng hơn 1 cỡ nên mua nhỏ hơn cỡ bình thường nagative	NEU	3
sản phẩm đẹp giá tốt rất đáng tiền positive positive	POS	5
len mịn dầy vừa không dầy quá giữ ấm tốt positive positive positive	POS	5
giá cả chấp nhận được chất lượng sản phẩm tạm được positive positive positive	POS	4
cửa hàng đưa mình toàn mauf tối notpos  lăms	NEG	1
coi như mua đắt nagative nagative	NEG	1
áo vải đẹp form quá ưng luôn positive positive	POS	5
k the dung chieu power point qua mo	NEG	1
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive	POS	5
nhưng thái độ phục vụ không thể chấp nhận được positive	NEG	1
vải mỏng nhưng đẹp nagative positive	POS	4
mặc thoải mái positive	POS	5
áo đều có mác vải là cỡ 38 nhưng thực chất chỉ tương đương cỡ 36	NEG	1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn áo đẹp trên carmong đợi giá vậy là quá hợp lý mình sẽ ủng hộ cửa hàng nhiều nữa positive positive positive positive positive positive	POS	5
sẽ ủng hộ cửa hàng tiếp ạ	POS	5
chất vải xấu giao nhầm sz nagative nagative	NEG	1
nhưng giày đẹp positive	NEU	3
áo vải mỏng vải không giống hình nagative	NEG	1
cực thoáng luôn nhé	POS	5
quần quá rộng cỡ s mầm cứ như xl vậy vậy	NEG	1
nhận được sản phẩm khá ưng ý positive positive	POS	5
vải mịn mát positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh positive positive	POS	5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh positive positive positive positive positive positive	POS	5
áo chất đẹp positive	POS	5
vải tốt gia ok tôi hài lòng đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời giá thành hợp lý vải tốt positive positive positive positive positive positive positive positive positive	POS	5
chất vải thì được nhưng may notpos  lắm positive positive	NEU	3
chất không co giãn	NEG	1
mua 4 cây mà về tới cây nào cũng gãy lá thấy hết ham nagative	NEG	1
chất lượng sản phẩm cũng tốt mua đôi giày có kèm tặng phẩm đôi tất không thấy vào hỏi và được cửa hàng xin lỗi và đền bù bằng card positive positive positive	POS	5
giày rất đẹp positive	POS	5
áo không như hình vải mỏng và xấu nagative nagative	NEG	1
nc là khá hài lòng rất đáng tiền positive	POS	5
máy mới dùng cơ bản thấy ổn về lâu dài thì chưa biết thế nào positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời positive positive  positive positive positive positive	POS	5
vải mịn mát nên thôi 5star positive	POS	5
đặt đen trăng kẻ thì giao đen trắng hồng	NEG	1
mà thôi tiền nào của nấy nên đành chập nhận	NEU	3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive positive positive positive positive positive positive positive	POS	5
làm ăn phải uy tín chứ gửi cho xong chuyện vậy sao positive	NEG	1
áo giống hình mặc thoải mái thun co giãn tốt chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive positive positive positive positive	POS	5
giao hàng lâu quá cửa hàng nagative	NEG	2
chất thun tạm được positive	NEU	3
thời gian giao hàng rất nhanh đủ số lượng và viên tặng kèm còn chất lượng phải trồng mới đánh giá tiếp được positive positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh mặc dù hơi rộng nhưng vẫn ok positive positive positive positive positive	POS	5
áo phù hợp với giá tiền positive	POS	5
áo giống hình chất lượng tốt đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive	POS	5
cửa hàng phục vụ tạm được đóng gói sản phẩm tạm được cửa hàng phục vụ tạm được cửa hàng phục vụ tạm được positive positive positive positive	NEU	3
hàng cũng được nhưng mua xanh dương lại gửi xanh rêu positive	POS	4
quần với mức giá cửa hàng e trợ giá so với chất lượng thì hợp lý positive positive	POS	5
positive son tuyệt lắm ạ positive	POS	5
cho 4 5star	POS	5
đặt cỡ mình đưa l hết cỡ không báo tự ý giao cái ao nhỏ xíu	NEG	1
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời but hơi chật to xíu nữa thì great positive positive nagative	POS	5
đẹp hơn mong đợi positive	POS	5
moi mac ma 1bo da rạch hang zoi	NEG	1
giá 69k vải như vậy là tốt positive lắm rồi positive	POS	5
chất vải rất ok ạ positive	POS	5
mới dùng thử máy chạy yếu nagative	NEG	2
sẽ ủng hộ cửa hàng dài dài ạ positive positive	POS	5
áo ấm	POS	5
° son lên màu hồng đất giá hợp lí nhưng son có hiện tượng đổ mồ hôi lấm tấm như trong ảnh positive	POS	4
thời gian giao hàng rất nhanh mặc lên đẹp lắm ạ positive	POS	5
áo đẹp quá đáng tiền nên mua positive  positive	POS	5
